tamil,brahmi
வெண்குடையாம் தண்கோடல் வீந்து,𑀯𑁂𑀡𑀺𑀓𑀼𑀝𑁄𑀬𑀸𑀫𑀺 𑀢𑀡𑀺𑀓𑁆𑀝𑀮𑀺 𑀯𑀻𑀦𑀺𑀢𑀼
பீடிலார் என்பார்கள் காணார்கொல் வெங்கதிரால்,𑀧𑀻𑀝𑀺𑀮𑀸𑀭𑀺 𑀏𑀦𑁆𑀦𑀺𑀧𑀸𑀭𑀺𑀓𑀴𑀺 𑀓𑀸𑀡𑀸𑀭𑀺𑀓𑁅𑀮𑀺 𑀯𑁂𑀗𑀺𑀓𑀢𑀺𑀭𑀸𑀮𑀺
கோடெலாம் பொன்னாய்க் கொழுங்கடுக்கைக் கோடெலாம்,𑀓𑁆𑀝𑁂𑀮𑀸𑀫𑀺 𑀧𑁅𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀸𑀬𑀺𑀓𑀺 𑀓𑁅𑀰𑀼𑀗𑀺𑀓𑀝𑀼𑀓𑀺𑀓𑁄𑀓𑀺 𑀓𑁆𑀝𑁂𑀮𑀸𑀫𑀺
அத்தம் கதிரோன் மறைவதன்முன் வண்டொடுதேன்,𑀅𑀢𑀺𑀢𑀫𑀺 𑀓𑀢𑀺𑀭𑁆𑀦𑁆𑀦𑀺 𑀫𑀭𑁆𑀭𑁄𑀯𑀢𑀦𑁆𑀦𑀺𑀫𑀼𑀦𑁆𑀦𑀺 𑀯𑀡𑀺𑀝𑁅𑀝𑀼𑀢𑁃𑀦𑁆𑀦𑀺
துத்தம் அறையும் தொடர்ந்து,𑀢𑀼𑀢𑀺𑀢𑀫𑀺 𑀅𑀭𑁆𑀭𑁄𑀬𑀼𑀫𑀺 𑀢𑁅𑀝𑀭𑀺𑀦𑀺𑀢𑀼
ஒருத்தியான் ஒன்றல பல்பகை என்னை,𑀒𑀭𑀼𑀢𑀺𑀢𑀺𑀬𑀸𑀦𑁆𑀦𑀺 𑀒𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀮 𑀧𑀮𑀺𑀧𑀓𑁄 𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑁄
விருத்தியாக் கொண்டன வேறாப் பொருத்தில்,𑀯𑀺𑀭𑀼𑀢𑀺𑀢𑀺𑀬𑀸𑀓𑀺 𑀓𑁅𑀡𑀺𑀝𑀦𑁆𑀦 𑀯𑁃𑀭𑁆𑀭𑀸𑀧𑀺 𑀧𑁅𑀭𑀼𑀢𑀺𑀢𑀺𑀮𑀺
மடல்அன்றில் மாலை படுவசி ஆம்பல்,𑀫𑀝𑀮𑀺𑀅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺𑀮𑀺 𑀫𑀸𑀮𑁄 𑀧𑀝𑀼𑀯𑀘𑀺 𑀆𑀫𑀺𑀧𑀮𑀺
கடலன்றிக் காரூர் கறுத்து,𑀓𑀝𑀮𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀺𑀓𑀺 𑀓𑀸𑀭𑀽𑀭𑀺 𑀓𑀭𑁆𑀭𑀼𑀢𑀺𑀢𑀼
கானம் தலைசெயக் காப்பார் குழல்தோன்ற,𑀓𑀸𑀦𑁆𑀦𑀫𑀺 𑀢𑀮𑁄𑀘𑁂𑀬𑀓𑀺 𑀓𑀸𑀧𑀺𑀧𑀸𑀭𑀺 𑀓𑀼𑀰𑀮𑀺𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭
ஏனம் இடந்த மணிஎதிரே வானம்,𑀐𑀦𑁆𑀦𑀫𑀺 𑀇𑀝𑀦𑀺𑀢 𑀫𑀡𑀺𑀏𑀢𑀺𑀭𑁃 𑀯𑀸𑀦𑁆𑀦𑀫𑀺
நகுவதுபோல் மின்ஆட நாண்இல்என் ஆவி,𑀦𑀓𑀼𑀯𑀢𑀼𑀧𑁆𑀮𑀺 𑀫𑀺𑀦𑁆𑀦𑀺𑀆𑀝 𑀦𑀸𑀡𑀺𑀇𑀮𑀺𑀏𑀦𑁆𑀦𑀺 𑀆𑀯𑀺
புகுவது போலும் உடைந்து,𑀧𑀼𑀓𑀼𑀯𑀢𑀼 𑀧𑁆𑀮𑀼𑀫𑀺 𑀉𑀝𑁄𑀦𑀺𑀢𑀼
இம்மையால் செய்ததை இம்மையே ஆம்போலும்,𑀇𑀫𑀺𑀫𑁄𑀬𑀸𑀮𑀺 𑀘𑁂𑀬𑀺𑀢𑀢𑁄 𑀇𑀫𑀺𑀫𑁄𑀬𑁃 𑀆𑀫𑀺𑀧𑁆𑀮𑀼𑀫𑀺
உம்மையே ஆமென்பார் ஓரார்காண் நம்மை,𑀉𑀫𑀺𑀫𑁄𑀬𑁃 𑀆𑀫𑁂𑀦𑁆𑀦𑀺𑀧𑀸𑀭𑀺 𑀓𑀭𑀸𑀭𑀺𑀓𑀸𑀡𑀺 𑀦𑀫𑀺𑀫𑁄
எளியர் எனநலிந்த ஈர்ங்குழலார் ஏடி,𑀏𑀴𑀺𑀬𑀭𑀺 𑀏𑀦𑁆𑀦𑀦𑀮𑀺𑀦𑀺𑀢 𑀈𑀭𑀺𑀗𑀺𑀓𑀼𑀰𑀮𑀸𑀭𑀺 𑀐𑀝𑀺
தெளியச் சுடப்பட்ட வாறு,𑀢𑁂𑀴𑀺𑀬𑀘𑀺 𑀘𑀼𑀝𑀧𑀺𑀧𑀝𑀺𑀝 𑀯𑀸𑀭𑁆𑀭𑀼
மருதம்,𑀫𑀭𑀼𑀢𑀫𑀺
நிலம் வயலும் வயல் சார்ந்த இடமும்,𑀦𑀺𑀮𑀫𑀺 𑀯𑀬𑀮𑀼𑀫𑀺 𑀯𑀬𑀮𑀺 𑀘𑀸𑀭𑀺𑀦𑀺𑀢 𑀇𑀝𑀫𑀼𑀫𑀺
ஒழுக்கம் ஊடலும் ஊடல் நிமிர்த்தமும்,𑀒𑀰𑀼𑀓𑀺𑀓𑀫𑀺 𑀊𑀝𑀮𑀼𑀫𑀺 𑀊𑀝𑀮𑀺 𑀦𑀺𑀫𑀺𑀭𑀺𑀢𑀺𑀢𑀫𑀼𑀫𑀺
செவ்வழியாழ்ப் பாண்மகனே சீரார்தேர் கையினால்,𑀘𑁂𑀯𑀺𑀯𑀰𑀺𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀸𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃 𑀘𑀻𑀭𑀸𑀭𑀺𑀢𑁃𑀭𑀺 𑀓𑁄𑀬𑀺𑀦𑁆𑀦𑀸𑀮𑀺
இவ்வகை ஈர்த்துய்ப்பான் தோன்றாமுன் இவ்வழியே,𑀇𑀯𑀺𑀯𑀓𑁄 𑀈𑀭𑀺𑀢𑀺𑀢𑀼𑀬𑀺𑀧𑀺𑀧𑀸𑀦𑁆𑀦𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀫𑀼𑀦𑁆𑀦𑀺 𑀇𑀯𑀺𑀯𑀰𑀺𑀬𑁃
ஆடினான் ஆய்வய லூரன்மற்று எங்கையர்தோள்,𑀆𑀝𑀺𑀦𑁆𑀦𑀸𑀦𑁆𑀦𑀺 𑀆𑀬𑀺𑀯𑀬 𑀮𑀽𑀭𑀦𑁆𑀦𑀺𑀫𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀼 𑀏𑀗𑀺𑀓𑁄𑀬𑀭𑀺𑀢𑁆𑀴𑀺
கூடினான் பின் பெரிது கூர்ந்து,𑀓𑀽𑀝𑀺𑀦𑁆𑀦𑀸𑀦𑁆𑀦𑀺 𑀧𑀺𑀦𑁆𑀦𑀺 𑀧𑁂𑀭𑀺𑀢𑀼 𑀓𑀽𑀭𑀺𑀦𑀺𑀢𑀼
மாக்கோல்யாழ்ப் பாண்மகனே மண்யானைப் பாகனார்,𑀫𑀸𑀓𑀺𑀓𑁆𑀮𑀺𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀸𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃 𑀫𑀡𑀺𑀬𑀸𑀦𑁆𑀦𑁄𑀧𑀺 𑀧𑀸𑀓𑀦𑁆𑀦𑀸𑀭𑀺
தூக்கோல் துடியோடு தோன்றாமுன் தூக்கோல்,𑀢𑀽𑀓𑀺𑀓𑁆𑀮𑀺 𑀢𑀼𑀝𑀺𑀬𑁆𑀝𑀼 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀫𑀼𑀦𑁆𑀦𑀺 𑀢𑀽𑀓𑀺𑀓𑁆𑀮𑀺
தொடியுடையார் சேரிக்குத் தோன்றுமோ சொல்லாய்,𑀢𑁅𑀝𑀺𑀬𑀼𑀝𑁄𑀬𑀸𑀭𑀺 𑀘𑁃𑀭𑀺𑀓𑀺𑀓𑀼𑀢𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀫𑁆 𑀘𑁅𑀮𑀺𑀮𑀸𑀬𑀺
கடியுடையேன் வாயில் கடந்து,𑀓𑀝𑀺𑀬𑀼𑀝𑁄𑀬𑁃𑀦𑁆𑀦𑀺 𑀯𑀸𑀬𑀺𑀮𑀺 𑀓𑀝𑀦𑀺𑀢𑀼
விளரியாழ்ப் பாண்மகனே வேண்டா அழையேல்,𑀯𑀺𑀴𑀭𑀺𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀸𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃 𑀯𑁃𑀡𑀺𑀝𑀸 𑀅𑀰𑁄𑀬𑁃𑀮𑀺
முளரி மொழியாது உளரிக் கிளரிநீ,𑀫𑀼𑀴𑀭𑀺 𑀫𑁅𑀰𑀺𑀬𑀸𑀢𑀼 𑀉𑀴𑀭𑀺𑀓𑀺 𑀓𑀺𑀴𑀭𑀺𑀦𑀻
பூங்கண் வயலூரன் புத்தில் புகுவதன்முன்,𑀧𑀽𑀗𑀺𑀓𑀡𑀺 𑀯𑀬𑀮𑀽𑀭𑀦𑁆𑀦𑀺 𑀧𑀼𑀢𑀺𑀢𑀺𑀮𑀺 𑀧𑀼𑀓𑀼𑀯𑀢𑀦𑁆𑀦𑀺𑀫𑀼𑀦𑁆𑀦𑀺
ஆங்கண் அறிய உரை,𑀆𑀗𑀺𑀓𑀡𑀺 𑀅𑀭𑁆𑀭𑀺𑀬 𑀉𑀭𑁄
மென்கண் கலிவய லூரன்தன் மெய்ம்மையை,𑀫𑁂𑀦𑁆𑀦𑀺𑀓𑀡𑀺 𑀓𑀮𑀺𑀯𑀬 𑀮𑀽𑀭𑀦𑁆𑀦𑀺𑀢𑀦𑁆𑀦𑀺 𑀫𑁂𑀬𑀺𑀫𑀺𑀫𑁄𑀬𑁄
எங்கட்கு உரையாது எழுந்துபோய் இங்கண்,𑀏𑀗𑀺𑀓𑀝𑀺𑀓𑀼 𑀉𑀭𑁄𑀬𑀸𑀢𑀼 𑀏𑀰𑀼𑀦𑀺𑀢𑀼𑀧𑁆𑀬𑀺 𑀇𑀗𑀺𑀓𑀡𑀺
குலம்காரம் என்றுஅணுகான் கூடும்கூர்த்து அன்றே,𑀓𑀼𑀮𑀫𑀺𑀓𑀸𑀭𑀫𑀺 𑀏𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀅𑀡𑀼𑀓𑀸𑀦𑁆𑀦𑀺 𑀓𑀽𑀝𑀼𑀫𑀺𑀓𑀽𑀭𑀺𑀢𑀺𑀢𑀼 𑀅𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑁃
அலங்கார நல்லார்க்கு அறை,𑀅𑀮𑀗𑀺𑀓𑀸𑀭 𑀦𑀮𑀺𑀮𑀸𑀭𑀺𑀓𑀺𑀓𑀼 𑀅𑀭𑁆𑀭𑁄
செந்தா மரைப்பூ உற நிமிர்ந்த செந்நெல்லின்,𑀘𑁂𑀦𑀺𑀢𑀸 𑀫𑀭𑁄𑀧𑀺𑀧𑀽 𑀉𑀭𑁆𑀭 𑀦𑀺𑀫𑀺𑀭𑀺𑀦𑀺𑀢 𑀘𑁂𑀦𑀺𑀦𑁂𑀮𑀺𑀮𑀺𑀦𑁆𑀦𑀺
பைந்தார்ப் புனல்வாய்ப்பாய்ந்து ஆடுவாள் அந்தார்,𑀧𑁄𑀦𑀺𑀢𑀸𑀭𑀺𑀧𑀺 𑀧𑀼𑀦𑁆𑀦𑀮𑀺𑀯𑀸𑀬𑀺𑀧𑀺𑀧𑀸𑀬𑀺𑀦𑀺𑀢𑀼 𑀆𑀝𑀼𑀯𑀸𑀴𑀺 𑀅𑀦𑀺𑀢𑀸𑀭𑀺
வயந்தகம்போல் தோன்றும் வயலூரன் கேண்மை,𑀯𑀬𑀦𑀺𑀢𑀓𑀫𑀺𑀧𑁆𑀮𑀺 𑀢𑁆𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀫𑀺 𑀯𑀬𑀮𑀽𑀭𑀦𑁆𑀦𑀺 𑀓𑁃𑀡𑀺𑀫𑁄
நயந்தகன்று ஆற்றாமை நன்று,𑀦𑀬𑀦𑀺𑀢𑀓𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼 𑀆𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀸𑀫𑁄 𑀦𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
வாடாத தாமரைமேல் செந்நெற் கதிர்வணக்கம்,𑀯𑀸𑀝𑀸𑀢 𑀢𑀸𑀫𑀭𑁄𑀫𑁃𑀮𑀺 𑀘𑁂𑀦𑀺𑀦𑁂𑀭𑁆𑀭𑀺 𑀓𑀢𑀺𑀭𑀺𑀯𑀡𑀓𑀺𑀓𑀫𑀺
ஆடா அரங்கினுள் ஆடுவாள் ஈடாய,𑀆𑀝𑀸 𑀅𑀭𑀗𑀺𑀓𑀺𑀦𑁆𑀦𑀼𑀴𑀺 𑀆𑀝𑀼𑀯𑀸𑀴𑀺 𑀈𑀝𑀸𑀬
புல்லகம் ஏய்க்கும் புகழ்வயல் ஊரன்தன்,𑀧𑀼𑀮𑀺𑀮𑀓𑀫𑀺 𑀐𑀬𑀺𑀓𑀺𑀓𑀼𑀫𑀺 𑀧𑀼𑀓𑀰𑀺𑀯𑀬𑀮𑀺 𑀊𑀭𑀦𑁆𑀦𑀺𑀢𑀦𑁆𑀦𑀺
நல்லகம் சேராமை நன்று,𑀦𑀮𑀺𑀮𑀓𑀫𑀺 𑀘𑁃𑀭𑀸𑀫𑁄 𑀦𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼
இசையுரைக்கும் என்செய் திரம்நின் றவரை,𑀇𑀘𑁄𑀬𑀼𑀭𑁄𑀓𑀺𑀓𑀼𑀫𑀺 𑀏𑀦𑁆𑀦𑀺𑀘𑁂𑀬𑀺 𑀢𑀺𑀭𑀫𑀺𑀦𑀺𑀦𑁆𑀦𑀺 𑀭𑁆𑀭𑀯𑀭𑁄
வசையுரைப்பச் சால வழத்தீர் பசைபொறை,𑀯𑀘𑁄𑀬𑀼𑀭𑁄𑀧𑀺𑀧𑀘𑀺 𑀘𑀸𑀮 𑀯𑀰𑀢𑀺𑀢𑀻𑀭𑀺 𑀧𑀘𑁄𑀧𑁅𑀭𑁆𑀭𑁄
மெய்ம்மருட்டு ஒல்லா மிகுபுனல் ஊரன்தன்,𑀫𑁂𑀬𑀺𑀫𑀺𑀫𑀭𑀼𑀝𑀺𑀝𑀼 𑀒𑀮𑀺𑀮𑀸 𑀫𑀺𑀓𑀼𑀧𑀼𑀦𑁆𑀦𑀮𑀺 𑀊𑀭𑀦𑁆𑀦𑀺𑀢𑀦𑁆𑀦𑀺
பொய்ம்மருட்டுப் பெற்ற பொழுது,𑀧𑁅𑀬𑀺𑀫𑀺𑀫𑀭𑀼𑀝𑀺𑀝𑀼𑀧𑀺 𑀧𑁂𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀧𑁅𑀰𑀼𑀢𑀼
மடங்குஇறவு போலும்யாழ்ப் பண்பிலாப் பாண,𑀫𑀝𑀗𑀺𑀓𑀼𑀇𑀭𑁆𑀭𑀯𑀼 𑀧𑁆𑀮𑀼𑀫𑀺𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀡𑀺𑀧𑀺𑀮𑀸𑀧𑀺 𑀧𑀸𑀡
தொடங்குறவு சொல்துணிக்க வேண்டா முடங்கிறவு,𑀢𑁅𑀝𑀗𑀺𑀓𑀼𑀭𑁆𑀭𑀯𑀼 𑀘𑁅𑀮𑀺𑀢𑀼𑀡𑀺𑀓𑀺𑀓 𑀯𑁃𑀡𑀺𑀝𑀸 𑀫𑀼𑀝𑀗𑀺𑀓𑀺𑀭𑁆𑀭𑀯𑀼
பூட்டுற்ற வில்ஏய்க்கும் பூம்பொய்கை யூரன்பொய்,𑀧𑀽𑀝𑀺𑀝𑀼𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀯𑀺𑀮𑀺𑀐𑀬𑀺𑀓𑀺𑀓𑀼𑀫𑀺 𑀧𑀽𑀫𑀺𑀧𑁅𑀬𑀺𑀓𑁄 𑀬𑀽𑀭𑀦𑁆𑀦𑀺𑀧𑁅𑀬𑀺
கேட்டுற்ற கீழ்நாள் கிளர்ந்து,𑀓𑁃𑀝𑀺𑀝𑀼𑀭𑁆𑀭𑀺𑀭𑁆𑀭 𑀓𑀻𑀰𑀺𑀦𑀸𑀴𑀺 𑀓𑀺𑀴𑀭𑀺𑀦𑀺𑀢𑀼
எங்கை யரில்உள்ளா னேபாண நீபிறர்,𑀏𑀗𑀺𑀓𑁄 𑀬𑀭𑀺𑀮𑀺𑀉𑀴𑀺𑀴𑀸 𑀦𑁆𑀦𑁃𑀧𑀸𑀡 𑀦𑀻𑀧𑀺𑀭𑁆𑀭𑀭𑀺
மங்கை யரில் என்று மயங்கினாய் மங்கையரில்,𑀫𑀗𑀺𑀓𑁄 𑀬𑀭𑀺𑀮𑀺 𑀏𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼 𑀫𑀬𑀗𑀺𑀓𑀺𑀦𑁆𑀦𑀸𑀬𑀺 𑀫𑀗𑀺𑀓𑁄𑀬𑀭𑀺𑀮𑀺
என்னாது இறவாது இவணின் இகந்தேகல்,𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀸𑀢𑀼 𑀇𑀭𑁆𑀭𑀯𑀸𑀢𑀼 𑀇𑀯𑀡𑀺𑀦𑁆𑀦𑀺 𑀇𑀓𑀦𑀺𑀢𑁃𑀓𑀮𑀺
பின்னாரில் அந்தி முடிவு,𑀧𑀺𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀸𑀭𑀺𑀮𑀺 𑀅𑀦𑀺𑀢𑀺 𑀫𑀼𑀝𑀺𑀯𑀼
பாலையாழ்ப் பாண்மகனே பண்டுநின் நாயகற்கு,𑀧𑀸𑀮𑁄𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀸𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃 𑀧𑀡𑀺𑀝𑀼𑀦𑀺𑀦𑁆𑀦𑀺 𑀦𑀸𑀬𑀓𑀭𑁆𑀭𑀺𑀓𑀼
மாலையாழ் ஓதி வருடாயோ காலையாழ்,𑀫𑀸𑀮𑁄𑀬𑀸𑀰𑀺 𑀓𑀢𑀺 𑀯𑀭𑀼𑀝𑀸𑀬𑁆 𑀓𑀸𑀮𑁄𑀬𑀸𑀰𑀺
செய்யும் இடமறியாய் சேர்ந்தாநின் பொய்ம்மொழிக்கு,𑀘𑁂𑀬𑀺𑀬𑀼𑀫𑀺 𑀇𑀝𑀫𑀭𑁆𑀭𑀺𑀬𑀸𑀬𑀺 𑀘𑁃𑀭𑀺𑀦𑀺𑀢𑀸𑀦𑀺𑀦𑁆𑀦𑀺 𑀧𑁅𑀬𑀺𑀫𑀺𑀫𑁅𑀰𑀺𑀓𑀺𑀓𑀼
நையும் இடமறிந்து நாடு,𑀦𑁄𑀬𑀼𑀫𑀺 𑀇𑀝𑀫𑀭𑁆𑀭𑀺𑀦𑀺𑀢𑀼 𑀦𑀸𑀝𑀼
கிழமை பெரியோர்க்குக் கேடின்மை கொல்லோ,𑀓𑀺𑀰𑀫𑁄 𑀧𑁂𑀭𑀺𑀬𑁆𑀭𑀺𑀓𑀺𑀓𑀼𑀓𑀺 𑀓𑁃𑀝𑀺𑀦𑁆𑀦𑀺𑀫𑁄 𑀓𑁅𑀮𑀺𑀮𑁆
பழமை பயன்நோக்கிக் கொல்லோ கிழமை,𑀧𑀰𑀫𑁄 𑀧𑀬𑀦𑁆𑀦𑀺𑀦𑁆𑀓𑀺𑀓𑀺𑀓𑀺 𑀓𑁅𑀮𑀺𑀮𑁆 𑀓𑀺𑀰𑀫𑁄
குடிநாய்கர் தாம்பல பெற்றாரில் கேளா,𑀓𑀼𑀝𑀺𑀦𑀸𑀬𑀺𑀓𑀭𑀺 𑀢𑀸𑀫𑀺𑀧𑀮 𑀧𑁂𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀸𑀭𑀺𑀮𑀺 𑀓𑁃𑀴𑀸
அடியேன் பெற்றா அருள்,𑀅𑀝𑀺𑀬𑁃𑀦𑁆𑀦𑀺 𑀧𑁂𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀸 𑀅𑀭𑀼𑀴𑀺
என்கேட்டி ஏழாய் இருநிலத்தும் வானத்தும்,𑀏𑀦𑁆𑀦𑀺𑀓𑁃𑀝𑀺𑀝𑀺 𑀐𑀰𑀸𑀬𑀺 𑀇𑀭𑀼𑀦𑀺𑀮𑀢𑀺𑀢𑀼𑀫𑀺 𑀯𑀸𑀦𑁆𑀦𑀢𑀺𑀢𑀼𑀫𑀺
முன்கேட்டும் கண்டும் முடிவறியேன் பின்கேட்டு,𑀫𑀼𑀦𑁆𑀦𑀺𑀓𑁃𑀝𑀺𑀝𑀼𑀫𑀺 𑀓𑀡𑀺𑀝𑀼𑀫𑀺 𑀫𑀼𑀝𑀺𑀯𑀭𑁆𑀭𑀺𑀬𑁃𑀦𑁆𑀦𑀺 𑀧𑀺𑀦𑁆𑀦𑀺𑀓𑁃𑀝𑀺𑀝𑀼
அணியிகவா நிற்க அவன்அணங்கு மாதர்,𑀅𑀡𑀺𑀬𑀺𑀓𑀯𑀸 𑀦𑀺𑀭𑁆𑀭𑀺𑀓 𑀅𑀯𑀦𑁆𑀦𑀺𑀅𑀡𑀗𑀺𑀓𑀼 𑀫𑀸𑀢𑀭𑀺
பணியிகவான் சாலப் பணிந்து,𑀧𑀡𑀺𑀬𑀺𑀓𑀯𑀸𑀦𑁆𑀦𑀺 𑀘𑀸𑀮𑀧𑀺 𑀧𑀡𑀺𑀦𑀺𑀢𑀼
எங்கை இயல்பின் எழுவல் யாழ்ப் பண்மகனே,𑀏𑀗𑀺𑀓𑁄 𑀇𑀬𑀮𑀺𑀧𑀺𑀦𑁆𑀦𑀺 𑀏𑀰𑀼𑀯𑀮𑀺 𑀬𑀸𑀰𑀺𑀧𑀺 𑀧𑀡𑀺𑀫𑀓𑀦𑁆𑀦𑁃
தங்கையும் வாழும் அறியாமல் இங்கண்,𑀢𑀗𑀺𑀓𑁄𑀬𑀼𑀫𑀺 𑀯𑀸𑀰𑀼𑀫𑀺 𑀅𑀭𑁆𑀭𑀺𑀬𑀸𑀫𑀮𑀺 𑀇𑀗𑀺𑀓𑀡𑀺
உளர உளர உவன்ஓடிச் சால,𑀉𑀴𑀭 𑀉𑀴𑀭 𑀉𑀯𑀦𑁆𑀦𑀺𑀓𑀝𑀺𑀘𑀺 𑀘𑀸𑀮
வளர வளர்ந்த வகை,𑀯𑀴𑀭 𑀯𑀴𑀭𑀺𑀦𑀺𑀢 𑀯𑀓𑁄
கருங்கோட்டுச் செங்கண் எருமை கழனி,𑀓𑀭𑀼𑀗𑀺𑀓𑁆𑀝𑀺𑀝𑀼𑀘𑀺 𑀘𑁂𑀗𑀺𑀓𑀡𑀺 𑀏𑀭𑀼𑀫𑁄 𑀓𑀰𑀦𑁆𑀦𑀺
இருங்கோட்டு மென்கரும்பு சாடி அருங்கோட்டால்,𑀇𑀭𑀼𑀗𑀺𑀓𑁆𑀝𑀺𑀝𑀼 𑀫𑁂𑀦𑁆𑀦𑀺𑀓𑀭𑀼𑀫𑀺𑀧𑀼 𑀘𑀸𑀝𑀺 𑀅𑀭𑀼𑀗𑀺𑀓𑁆𑀝𑀺𑀝𑀸𑀮𑀺
ஆம்பல் மயக்கி அணிவளை ஆர்ந்து அழகாத்,𑀆𑀫𑀺𑀧𑀮𑀺 𑀫𑀬𑀓𑀺𑀓𑀺 𑀅𑀡𑀺𑀯𑀴𑁄 𑀆𑀭𑀺𑀦𑀺𑀢𑀼 𑀅𑀰𑀓𑀸𑀢𑀺
தாம்பல் அசையினவாய் தாழ்ந்து,𑀢𑀸𑀫𑀺𑀧𑀮𑀺 𑀅𑀘𑁄𑀬𑀺𑀦𑁆𑀦𑀯𑀸𑀬𑀺 𑀢𑀸𑀰𑀺𑀦𑀺𑀢𑀼
கன்றுள்ளிச் சோர்ந்தபால் காலொற்றித் தாமரைப்பூ,𑀓𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀴𑀺𑀴𑀺𑀘𑀺 𑀘𑁆𑀭𑀺𑀦𑀺𑀢𑀧𑀸𑀮𑀺 𑀓𑀸𑀮𑁅𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀺𑀢𑀺 𑀢𑀸𑀫𑀭𑁄𑀧𑀺𑀧𑀽
வன்றுள்ளி அன்னத்தை ஆர்த்துவான் சென்றுள்ளி,𑀯𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀴𑀺𑀴𑀺 𑀅𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀢𑀺𑀢𑁄 𑀆𑀭𑀺𑀢𑀺𑀢𑀼𑀯𑀸𑀦𑁆𑀦𑀺 𑀘𑁂𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀼𑀴𑀺𑀴𑀺
வந்துஐஆ என்னும் வகையிற்றே மற்றிவன்,𑀯𑀦𑀺𑀢𑀼𑀑𑀆 𑀏𑀦𑁆𑀦𑀺𑀦𑁆𑀦𑀼𑀫𑀺 𑀯𑀓𑁄𑀬𑀺𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑁃 𑀫𑀭𑁆𑀭𑀺𑀭𑁆𑀭𑀺𑀯𑀦𑁆𑀦𑀺
தந்தையார் தம்மூர்த் தகை,𑀢𑀦𑀺𑀢𑁄𑀬𑀸𑀭𑀺 𑀢𑀫𑀺𑀫𑀽𑀭𑀺𑀢𑀺 𑀢𑀓𑁄
மருதோடு காஞ்சி அமர்ந்துயர்ந்த நீழல்,𑀫𑀭𑀼𑀢𑁆𑀝𑀼 𑀓𑀸𑀜𑀺𑀘𑀺 𑀅𑀫𑀭𑀺𑀦𑀺𑀢𑀼𑀬𑀭𑀺𑀦𑀺𑀢 𑀦𑀻𑀰𑀮𑀺
எருதோடு உழல்கின்றார் ஓதை குருகோடு,𑀏𑀭𑀼𑀢𑁆𑀝𑀼 𑀉𑀰𑀮𑀺𑀓𑀺𑀦𑁆𑀦𑀺𑀭𑁆𑀭𑀸𑀭𑀺 𑀓𑀢𑁄 𑀓𑀼𑀭𑀼𑀓𑁆𑀝𑀼
தாராத்தோறு ஆய்ந்தெடுப்பும் தண்ணம் கழனித்தே,𑀢𑀸𑀭𑀸𑀢𑀺𑀢𑁆𑀭𑁆𑀭𑀼 𑀆𑀬𑀺𑀦𑀺𑀢𑁂𑀝𑀼𑀧𑀺𑀧𑀼𑀫𑀺 𑀢𑀡𑀺𑀡𑀫𑀺 𑀓𑀰𑀦𑁆𑀦𑀺𑀢𑀺𑀢𑁃
